,text,sarcasm
845,I know man! In for my leg finishing next week so il speak to him about it then,1
846,"i cant speak for other single moms but its hard for me to wanna start dating. my child means the world to me, and so does my inner peace",0
847,I can speak to you so honestly.🎶,0
848,"I could give it to you, but I know ya'll sensitive, so, Im gonna let time speak for me, do you",0
849,"Thanks so much to the brothers of for allowing me to speak yesterday, y'all are a great group of guys. #FordFiesta #Ford #Fiesta",0
850,this new generation is funny they speak new English so u have to b careful.,0
851,Having no power is great... Especially when my phones on 15% and I need the dryer to work so I have clothes for work tomorrow.. #not,1
852,"My dad is so fucking rude, like don't speak to me",0
853,Idk gets me so mad when you speak to me,0
854,I really hope you were able to speak to him. Bullying is my big Thing. Go a bit mad: effects last for so long!,0
855,Gonna wake up with puffy eyes tomorrow 😄 #excited #not.,1
856,Got to finish these oh so interesting readings though,0
857,My daughter is deaf. She speaks well due to misdiagnosis at first. Dx was 'motor planning' so I taught her to speak under that premise.,0
858,I know a girl who took her baby to sign language class so infant could communicate before learning to speak. Double FFS!,0
859,Oh how I love not being able to breathe out of my nose...😖😰#sickfordays,1
860,I didn't say you could talk to me bitch. So don't speak 🙅,0
861,How can I not speak to someone for months and still get pissed off so easily,0
862,I just love when I get emails informing me that there was a sexual assault on Tech's campus #Not,1
863,Sometimes truth is glaring you in the face- blinding so much you can't see. It takes another to speak into your life &amp; point the way.#listen,0
864,Hahaha i thought you were NOT going to say that you dont trust him #WWEFamily,0
865,A creepy guy called me beautiful and asked for my number.. I said I wasn't looking for a boyfriend right now...#haha #thatsfunny #yeahright,1
866,"Thank you Facebook for making me update my ""real"" name! #FAIL",1
867,I love talking to my dad about stuff in the news bc his racist pessimism &amp; fuck everyone attitude make for GREAT conversations,1
868,how I love it when people don't text back😍 #not 😒,1
869,"Drill baby Drill, I hate Windmills and I don't give a damn about your medical bills ==&gt;",1
870,I just so happen to black &amp; you just so happen to be white &amp; claiming you a nigga. I got every right to speak my mind aha,0
871,but you hate Star Wars so you aren't allowed to speak,0
872,I married a fucking H*pkins. But in my case literally &gt;RT K*tie H*pkins. #NothingToSeeHere,1
873,i don't speak to romee for so long,0
874,Funny coffee mugs that speak the truth so you don't have to via,0
875,Good thing I have all of my fall clothes in NYC #NOT #Imfreezing,1
876,hahaha so surprised in the amount of effort put into that game #not,1
877,Glad my father decided to come visit me even though hes only a town away a phone call wouldve been cool,1
878,"I just tried so hard to speak to him, and I ended up awkwardly sitting in front of him stressing out.",0
879,Finally a degree #not #thickcunt,1
880,Actions speak louder than words so I don't have to know u not to like u.,0
881,My co workers are so sweet. They're really nice to me. Maybe it's cuz they don't speak English most of the time? lol,0
882,"I do not mean to be so rude, still, I must speak frankly, Mr. Shankly",0
883,I pray for you every night bc I know English is hard for you to speak &amp; spell and you try so hard and you still can't do it.,0
884,I feel so proud every time Kpop idols are trying their best to speak english.,0
885,I won't speak right away but I definitely be peeping so when you try to play me ima bring it up &amp; you gon look stupid like always,0
886,I love being able to NOT FUCKING SLEEP. #not,1
887,I love when my ribs are out of place and it hurts to breathe. #not 😩😭,1
888,bless anyone new who has the patience to speak to me in person because i get so nervous it takes me a long time to string my words together,0
889,Going to school! Yay!,0
890,Thank you. Am off to bed here too. Let's speak very soon and you can fill me in. Weather is SO good am expecting to see you! X,0
891,ahaha awwhow/where did you learn to speak English so well?,0
892,I love how Venture Capital Post writes articles they know nothing about and use other inaccurate sites as a source. Good job.,1
893,Being sick is amazing #not,1
894,I love it when I'm in public and people stare at me because I'm on crutches.... #not 😒�,1
895,Ah? [His head tilted ever-so slightly as he continued to speak.] How so?,0
896,I hate having a spot so big when you speak to folk you can see them looking at it hahaha FUCK OFF,0
897,And in the end I just fixed it myself. Thanks a lot #kindleunlimited #kindle,1
898,"First speak neek of my new drawing, I'm not talented to drawing with color, it's something new for me, so..",0
899,I literally study 5 minutes before class. #notgood,1
900,I know no one will remember it 💔 #as #every #year #am #not #special #in #to #anyones #life !!!!!,1
901,I feel so down and shitty today I just want to curl up in bed and not speak to anyone,0
902,I hate that I have to wait on my appt for a chat with my counselor.. Like why can't I just speak to him now so he can sorta out my life 😭,0
903,I can't speak one word of Spanish so I honestly don't understand how I made it to Spanish 4..,0
904,You don't speak to me but you know so much about me. Ok. 😧,0
905,my ex is gonna start watching fairy tail im so happy i'll be able to speak to him about it,0
906,Good thing I have a doctors appointment in the morning. Good thing it's passed 3 am. #not,1
907,This man breath stink so bad sitting next to me I gotta hold my breath every time he speak 😩😒,0
908,Everything I say leads to a fight so from now on I'm not gonna speak my mind,0
909,I have so many memories with a lot of people I don't even speak to anymore??,0
910,If they're all out I'm gonna have to speak to my professor... Discussing that you are poor and can't meet requirements is so embarrassing.,0
911,"Every time a woman is pregnant, you should assume it's pregnancy.. because really all women are is baby factories #loudsigh",1
912,just tried ringing you but I think your phones off so I'll speak to you tomorrow x,0
913,"People should know I don't talk to anyone when I have earphones in , and that's everytime . So , don't blame me when I don't speak 😂😂",0
914,Nothing like a relaxing morning walk with a toddler. tweet,1
915,Having no body to chat to is so good,1
916,"Yes, I'm able to speak Korean, but I'm not so good at it, so I dislike it a bit to talk to Naoki in Korean... ;;",0
917,"I love being told I have to meet someone at 9:30. Then, being told I have to wait. B/c I don't have anything else to do today #blah",1
918,Don't you love it when your parents are Pissed because you were gonna study after bubble soccer! #IKnowIDo #not 😃,1
919,"You too Robbie, so pleased your feeling much better, have to go speak",0
920,So many cute boys in my study hall.. oh wait. IM NOT ALLOWED TO SPEAK WITH THEM 💔,1
921,"if I was to speak, I'm sure they would talk back. So No. It's different.",0
922,i love doing laundry,1
923,Everything's just great!!!😍 😒,1
924,ikr! Im glad to hear your good I'm cool as well babes I Still speak to lucy! I miss you guys so much!! Xxx,0
925,💆- a don't even know haha! used to be so close but things are fucked. gorgeous and amazing personality but things have changed. dnt speak x,0
926,If #oceans doesn't speak to your soul may I humbly suggest you ask God to make it so. #wherefeetmayfail is where to live!,0
927,I love when my hip hurts #not,1
928,Sometimes you have to get out of your routine so God can speak to you in a nonroutine ways. #circlemaker,0
929,I literally have more guys hit on me then girls #notevengay,1
